molecule_id,smiles,B1_max,B5_max,EA_delta_SCC_max,HOMO_LUMO_gap_max,IP_delta_SCC_max,alpha_max,cone_angle_max,dip_norm_max,far_vbur_max,far_vtot_max,global_electrophilicity_index_max,lval_max,max_delta_qvbur_max,max_delta_qvtot_max,near_vbur_max,near_vtot_max,nucleophilicity_max,ovbur_max_max,ovbur_min_max,ovtot_max_max,ovtot_min_max,p_int_max,p_int_area_max,p_int_atom_max,p_int_atom_area_max,p_int_atom_times_p_int_atom_area_max,p_int_times_p_int_area_max,pyr_alpha_max,pyr_val_max,qvbur_max_max,qvbur_min_max,qvtot_max_max,qvtot_min_max,sasa_max,sasa_P_max,sasa_volume_max,sasa_volume_P_max,vbur_max,vtot_max,B1_min,B5_min,EA_delta_SCC_min,HOMO_LUMO_gap_min,IP_delta_SCC_min,alpha_min,cone_angle_min,dip_norm_min,far_vbur_min,far_vtot_min,global_electrophilicity_index_min,lval_min,max_delta_qvbur_min,max_delta_qvtot_min,near_vbur_min,near_vtot_min,nucleophilicity_min,ovbur_max_min,ovbur_min_min,ovtot_max_min,ovtot_min_min,p_int_min,p_int_area_min,p_int_atom_min,p_int_atom_area_min,p_int_atom_times_p_int_atom_area_min,p_int_times_p_int_area_min,pyr_alpha_min,pyr_val_min,qvbur_max_min,qvbur_min_min,qvtot_max_min,qvtot_min_min,sasa_min,sasa_P_min,sasa_volume_min,sasa_volume_P_min,vbur_min,vtot_min,B1_boltzmann_average,B5_boltzmann_average,EA_delta_SCC_boltzmann_average,HOMO_LUMO_gap_boltzmann_average,IP_delta_SCC_boltzmann_average,alpha_boltzmann_average,cone_angle_boltzmann_average,dip_norm_boltzmann_average,far_vbur_boltzmann_average,far_vtot_boltzmann_average,global_electrophilicity_index_boltzmann_average,lval_boltzmann_average,max_delta_qvbur_boltzmann_average,max_delta_qvtot_boltzmann_average,near_vbur_boltzmann_average,near_vtot_boltzmann_average,nucleophilicity_boltzmann_average,ovbur_max_boltzmann_average,ovbur_min_boltzmann_average,ovtot_max_boltzmann_average,ovtot_min_boltzmann_average,p_int_boltzmann_average,p_int_area_boltzmann_average,p_int_atom_boltzmann_average,p_int_atom_area_boltzmann_average,p_int_atom_times_p_int_atom_area_boltzmann_average,p_int_times_p_int_area_boltzmann_average,pyr_alpha_boltzmann_average,pyr_val_boltzmann_average,qvbur_max_boltzmann_average,qvbur_min_boltzmann_average,qvtot_max_boltzmann_average,qvtot_min_boltzmann_average,sasa_boltzmann_average,sasa_P_boltzmann_average,sasa_volume_boltzmann_average,sasa_volume_P_boltzmann_average,vbur_boltzmann_average,vtot_boltzmann_average,B1_std,B5_std,HOMO_LUMO_gap_std,IP_delta_SCC_std,alpha_std,cone_angle_std,dip_norm_std,far_vbur_std,far_vtot_std,global_electrophilicity_index_std,lval_std,max_delta_qvbur_std,max_delta_qvtot_std,near_vbur_std,near_vtot_std,nucleophilicity_std,ovbur_max_std,ovbur_min_std,ovtot_max_std,ovtot_min_std,p_int_std,p_int_area_std,p_int_atom_std,p_int_atom_area_std,p_int_atom_times_p_int_atom_area_std,p_int_times_p_int_area_std,pyr_alpha_std,pyr_val_std,qvbur_max_std,qvbur_min_std,qvtot_max_std,qvtot_min_std,sasa_std,sasa_P_std,sasa_volume_std,sasa_volume_P_std,vbur_std,vtot_std
8,CC(C)(C)P(C(C)(C)C)C(C)(C)C,4.0577327618487935,4.869462892882117,0.8676,5.175650783414,6.7774,169.876299,191.29718969249117,0.566,0.36133344891853014,0.38210701940287006,1.2336,6.483520656844245,4.091227115174325,14.819556022787005,72.51146405555406,250.46598761021102,-6.7545,19.61690950096407,0.0,68.27322987222637,0.0,17.85048214384529,288.20473709755953,27.298749980147292,8.298845228057887,226.5481010046907,5144.5935133316125,30.42154052859135,0.8369116415093649,19.850027855105058,16.912736592928617,68.49010142377935,56.05094239504327,395.3514608116118,4.659986785236525,657.3446759055396,6.0269427124404675,72.87279750447259,251.11328349756752,4.00163697347179,4.854814533702702,0.8411,4.866626109286,6.7545,169.857374,190.01264775432963,0.5604658776410925,0.0,0.0,1.2222,6.450948522944295,1.3987101248459233,9.873400641620385,71.99860367644388,249.83025801325363,-6.7774,18.85927485000586,0.0,66.7657832468524,0.0,17.671355447426123,284.1041939731306,26.263112240062867,7.698928705547675,202.1978287220405,5020.506195803689,29.03698689599192,0.8211621528194519,18.85927485000586,15.758800739930733,66.7657832468524,53.670545400992346,393.3514805011286,4.449987380751624,653.8674735880829,5.78436745535576,71.99860367644389,250.8480946296139,4.0577327618487935,4.854814533702702,0.8411,5.175650783414,6.7774,169.876299,190.01264775432963,0.566,0.0,0.0,1.2222,6.450948522944295,1.3987101248459233,9.873400641620385,71.99860367644388,249.83025801325363,-6.7774,18.85927485000586,0.0,66.7657832468524,0.0,17.671355447426123,284.1041939731306,26.263112240062867,7.698928705547675,202.1978287220405,5020.506195803689,29.03698689599192,0.8369116415093649,18.85927485000586,16.912736592928617,66.7657832468524,56.05094239504327,393.3514805011286,4.449987380751624,653.8674735880829,5.78436745535576,71.99860367644389,251.11328349756752,0.21586085319170162,0.43293721192949913,0.002071530825330839,0.030570174127611153,0.015909351808703894,2.7841435426772367,0.043009171706720396,0.0,0.8496655965178195,0.021982357679347052,0.04989112989823918,0.3699283156844088,7.674093528771459,0.5853536014967772,1.2222828348301613,0.028093773650779003,0.29561726447865044,0.0,3.762048536248562,0.0,0.043419429181395575,2.423388787646304,0.2128480531507714,0.004742732828907844,6.436567836729007,40.86392941174473,1.4099178236515666,0.010663386034887444,1.3721806007910955,1.8125902592909373,2.024661995541013,1.116887087884123,1.4381403701276363,0.3254524825660996,3.5105010816299047,0.9450558770542969,1.3582935449282925,1.2003917584790307
12,CC(C)(C)CP(C(C)(C)C)C(C)(C)C,4.0528954776162855,6.1261338990960805,0.9067,5.306261657928,6.7911,181.511727,200.80118802835514,0.6099581952888247,5.944518030595172,7.649120391497525,1.258,6.469234986557625,10.362110841566876,46.25421971420181,75.57697041250803,262.8293859554692,-6.7845,21.61007142886951,0.0,89.17394094232958,0.0,17.896584548543487,317.0062940545091,28.290015103595014,6.699067834697327,182.53179124252856,5669.7276660554835,22.223396400984804,0.8988604654504397,27.23987968137435,16.842801086686322,95.30022607155213,56.358632010718765,426.76156822169094,3.2999906419057012,712.9813730863382,4.188731042342221,79.48170284436958,269.7511775338126,3.999934302064784,6.012033750571408,0.8795,5.266307645753,6.7845,181.50083,193.51661489849408,0.5792935352651538,3.904732431861535,5.650485406746737,1.2441,6.44202081083805,7.121765719007158,27.412241996895915,72.65133506803865,260.27617515460804,-6.7911,20.934028201860645,0.0,80.88369267020359,0.0,17.72001124579903,312.30557250548793,27.18092006521057,6.199137399272153,171.21597196356532,5534.05825692295,22.12287040292983,0.8969821082399883,24.803792880601033,15.712177069102536,86.13601886704373,49.04600635735032,424.421512286365,2.5699927120295936,709.0672106581285,3.2202319514209083,77.81490661226151,269.179054136639,4.000260988370404,6.126107088395288,0.879509979,5.266323898206552,6.791097303000001,181.51172244556003,193.51903481874797,0.5793057675588495,3.9054412282173008,6.349639360513561,1.244105078,6.455479522884348,7.12320475860727,27.418780981363092,75.575728241358,262.828459828691,-6.791097303000001,21.609813133733123,0.0,80.88643988596704,0.0,17.72007607774013,312.30775165216863,27.18110768443145,6.299236470635597,171.22021668353827,5534.117418228844,22.122904144597097,0.8988596081157704,24.804564852030772,16.76088621102061,86.1394004814454,56.35622720753662,424.4225896174269,3.24990478393889,709.0689903444592,4.031456245886687,79.4811694695753,269.17924793625787,0.21586085319170162,0.43293721192949913,0.002071530825330839,0.030570174127611153,0.015909351808703894,2.7841435426772367,0.043009171706720396,0.0,0.8496655965178195,0.021982357679347052,0.04989112989823918,0.3699283156844088,7.674093528771459,0.5853536014967772,1.2222828348301613,0.028093773650779003,0.29561726447865044,0.0,3.762048536248562,0.0,0.043419429181395575,2.423388787646304,0.2128480531507714,0.004742732828907844,6.436567836729007,40.86392941174473,1.4099178236515666,0.010663386034887444,1.3721806007910955,1.8125902592909373,2.024661995541013,1.116887087884123,1.4381403701276363,0.3254524825660996,3.5105010816299047,0.9450558770542969,1.3582935449282925,1.2003917584790307
14,CP(C(C)(C)C)C(C)(C)C,3.3031837007370184,4.854489697639014,0.7856,5.408679032307,6.8392,134.921323,175.39167351778963,0.6795277772100269,0.0,0.0,1.2005,6.482942236437095,6.678840846139284,39.77909176859342,62.6505576753903,197.43853032790872,-6.8392,18.637812413571925,0.0,67.13561687136358,0.0,16.785911858521967,244.302362460375,23.314307041366032,11.598386101864032,270.4083347631705,4100.83792308854,21.82429769323722,0.8990954606655084,18.637812413571925,11.958971567432641,67.13561687136358,27.356525102770167,350.121236559145,10.309970763044776,551.8741242594796,13.734831404417209,62.650557675390296,199.6824480942479,3.3031837007370184,4.854489697639014,0.7856,5.408679032307,6.8392,134.921323,175.39167351778963,0.6795277772100269,0.0,0.0,1.2005,6.482942236437095,6.678840846139284,39.77909176859342,62.6505576753903,197.43853032790872,-6.8392,18.637812413571925,0.0,67.13561687136358,0.0,16.785911858521967,244.302362460375,23.314307041366032,11.598386101864032,270.4083347631705,4100.83792308854,21.82429769323722,0.8990954606655084,18.637812413571925,11.958971567432641,67.13561687136358,27.356525102770167,350.121236559145,10.309970763044776,551.8741242594796,13.734831404417209,62.650557675390296,199.6824480942479,3.3031837007370184,4.854489697639014,0.7856,5.408679032307,6.8392,134.921323,175.39167351778963,0.6795277772100269,0.0,0.0,1.2005,6.482942236437095,6.678840846139284,39.77909176859342,62.6505576753903,197.43853032790872,-6.8392,18.637812413571925,0.0,67.13561687136358,0.0,16.785911858521967,244.302362460375,23.314307041366032,11.598386101864032,270.4083347631705,4100.83792308854,21.82429769323722,0.8990954606655084,18.637812413571925,11.958971567432641,67.13561687136358,27.356525102770167,350.121236559145,10.309970763044776,551.8741242594796,13.734831404417209,62.650557675390296,199.6824480942479,0.21586085319170162,0.43293721192949913,0.002071530825330839,0.030570174127611153,0.015909351808703894,2.7841435426772367,0.043009171706720396,0.0,0.8496655965178195,0.021982357679347052,0.04989112989823918,0.3699283156844088,7.674093528771459,0.5853536014967772,1.2222828348301613,0.028093773650779003,0.29561726447865044,0.0,3.762048536248562,0.0,0.043419429181395575,2.423388787646304,0.2128480531507714,0.004742732828907844,6.436567836729007,40.86392941174473,1.4099178236515666,0.010663386034887444,1.3721806007910955,1.8125902592909373,2.024661995541013,1.116887087884123,1.4381403701276363,0.3254524825660996,3.5105010816299047,0.9450558770542969,1.3582935449282925,1.2003917584790307
30,CC(C)(C)P(C1CCCCC1)C(C)(C)C,4.053207504634131,6.750046592503258,0.9249,5.22567933813,6.8131,188.147626,190.31311355921184,0.626601947012615,0.37298936662557947,0.3579379806535661,1.2698,7.191394120655386,5.116947873394665,56.124613477379135,71.38084003797027,275.7908934757651,-6.7585,19.41875889994423,0.0,102.95813056626571,0.0,18.113775521137683,323.90828411001905,27.171304784611365,10.198580882673546,273.06534368359195,5860.269029801137,28.609641877436022,0.8879166704330161,19.791748266569808,16.807833333565174,102.95813056626571,54.83163161768114,437.33114935082114,6.649981142022092,728.6754442890244,8.603870751331065,71.75382940459585,275.7908934757651,3.9088703767818203,6.498495365054774,0.898,5.056266344478,6.7585,188.108075,180.12868692785065,0.5900796556398127,0.0,0.0,1.2523,6.446467367261278,2.0630974341477355,30.254091909451745,68.26871001018809,272.7645307636147,-6.8131,18.53290915420848,0.0,90.93950507448227,0.0,17.974092866284252,319.40709885848935,26.29431241427105,8.398831315142917,227.13960680811232,5753.945141786213,23.521961241482263,0.8403375557209997,18.53290915420848,13.77729472973234,90.93950507448227,46.3969448475139,434.2411759740071,4.409987494183064,723.6474828341295,5.922142200127663,68.31533368101628,274.1789798344272,3.9788510914163244,6.582201806499859,0.912169307,5.220125728166058,6.782538951000001,188.13989086713002,189.03051093276366,0.605043799251372,0.0003628487182204466,1.8686295872293635e-05,1.26071193,7.181713101108608,2.143693209606545,51.164422064597176,70.61051523972685,274.3928726263031,-6.782538951000001,18.95193007104274,0.0,102.87769455003927,0.0,18.054420028865312,323.1595794926264,27.161784149909927,9.003190219502317,244.5395301093487,5834.460097473124,27.20749872317863,0.8526399741547928,18.952292803201782,16.334853210652966,102.8776953394361,51.712950723324376,436.25454980140825,4.6796699294191795,726.3407906905836,6.317632699742305,70.61087808844506,275.54258293743413,0.21586085319170162,0.43293721192949913,0.002071530825330839,0.030570174127611153,0.015909351808703894,2.7841435426772367,0.043009171706720396,0.0,0.8496655965178195,0.021982357679347052,0.04989112989823918,0.3699283156844088,7.674093528771459,0.5853536014967772,1.2222828348301613,0.028093773650779003,0.29561726447865044,0.0,3.762048536248562,0.0,0.043419429181395575,2.423388787646304,0.2128480531507714,0.004742732828907844,6.436567836729007,40.86392941174473,1.4099178236515666,0.010663386034887444,1.3721806007910955,1.8125902592909373,2.024661995541013,1.116887087884123,1.4381403701276363,0.3254524825660996,3.5105010816299047,0.9450558770542969,1.3582935449282925,1.2003917584790307
31,CC(C)(C)P(c1ccccc1)C(C)(C)C,3.9909445732254185,6.407662065247068,1.0597,3.318360288597,6.8364,185.909068,187.6920216615308,0.5992211611750706,0.1398710124845923,0.14870978503233553,1.3457,7.2994619991861684,4.557463823456301,40.71461471635301,70.59989355159796,267.0827739180746,-6.7957,19.325511558287836,0.0,92.06033817045441,0.0,18.81512111303585,313.17941145687416,27.58019547097275,8.998747837653129,238.51436129409868,5892.508556670375,26.543284338944805,0.8728842005145775,19.47703848847948,16.761209662736977,92.06033817045441,51.79943334992835,426.24207589257264,5.439984573323336,697.8726391899397,7.31910603994604,70.59989355159797,267.23148370310696,3.874977726817091,6.405219195542077,1.0538,3.304960136503,6.7957,185.878437,181.86637744053928,0.5906174734970173,0.0,0.0,1.3447,7.217070233179891,1.3520864540177229,40.260904820526065,69.16621567363089,264.9575700498309,-6.8364,18.800995261470614,0.0,91.04225482229629,0.0,18.595749403977216,305.9802053654127,26.505283356879033,8.598803489312987,237.15668105173472,5689.9312215527,24.910083788630864,0.8560684801108313,18.800995261470614,14.814671405659734,91.04225482229629,50.327640105943274,424.5420977346469,4.669986756878668,694.2958872717792,6.30684608701799,69.30608668611548,266.98792586110574,3.875018315213334,6.407661210242672,1.0596979350000002,3.318355598543767,6.795714245000001,185.90905727914998,187.68998268605347,0.5992181498843834,0.1398220576302227,0.14865773660757423,1.3447003499999999,7.217099070297993,4.556341941376997,40.714455917889474,69.16671746088818,267.08203009672076,-6.795714245000001,19.325327977583953,0.0,91.04261115146814,0.0,18.59582618407539,305.98272508754474,26.50565957611897,8.99860785713121,238.51388610601387,5690.002123619991,24.910655408823473,0.8728783150124363,19.476801873350027,14.815352694049711,91.04261115146814,50.32815523357867,424.5426927270022,5.439715074087581,694.2971391349506,7.318751748962516,69.3065395185184,267.23139845786227,0.21586085319170162,0.43293721192949913,0.002071530825330839,0.030570174127611153,0.015909351808703894,2.7841435426772367,0.043009171706720396,0.0,0.8496655965178195,0.021982357679347052,0.04989112989823918,0.3699283156844088,7.674093528771459,0.5853536014967772,1.2222828348301613,0.028093773650779003,0.29561726447865044,0.0,3.762048536248562,0.0,0.043419429181395575,2.423388787646304,0.2128480531507714,0.004742732828907844,6.436567836729007,40.86392941174473,1.4099178236515666,0.010663386034887444,1.3721806007910955,1.8125902592909373,2.024661995541013,1.116887087884123,1.4381403701276363,0.3254524825660996,3.5105010816299047,0.9450558770542969,1.3582935449282925,1.2003917584790307
78,CC(C)P(C(C)C)C(C)(C)C,3.9444376534004415,4.858068033157368,0.8612,5.408664735186,6.8854,146.656235,188.87043971134705,0.6515036454234159,0.45458079057492495,0.18140762614256378,1.2412,6.524062366870078,6.865335529452073,30.27371672778218,68.76991447159122,222.9503035153456,-6.8044,19.372135229116033,0.0,68.45090268733654,0.0,17.289438034843272,273.5045559033017,25.728525298857978,11.398413927693964,283.13705572253417,4701.138535740673,27.644887607990604,0.9201100262665105,19.780092348862762,15.094413430628919,68.45090268733654,48.909431901831596,379.1812649001449,8.85997487493469,603.5878447984222,11.83481180637276,69.2128393444591,219.33107597434753,3.078352100290142,4.838906321040449,0.7549,5.071235965948,6.8044,146.609426,177.2157012935994,0.6075244851032755,0.0,0.0,1.1813,6.444906004299995,2.0048178456124894,15.890671390810873,63.39653640864145,216.165184623397,-6.8854,18.136607952168802,0.0,64.37781264605576,0.0,17.05171665576533,261.40422021197026,24.159936072394707,9.598664360163335,246.9594788257088,4462.507747927134,19.582592520237846,0.8492414968897536,18.136607952168802,11.59763811851411,64.37781264605576,30.611772824984705,369.9212665486245,5.019985764353521,592.1865920786831,6.587663249898022,63.39653640864146,217.91000552522829,3.554336523310902,4.853510333264058,0.823331095,5.338882398894241,6.876486091,146.63713254639998,181.29612999038002,0.6284797647948341,0.0033853447388354162,0.0006831193515809914,1.224316663,6.497124590785912,4.329572565611037,20.42659146902985,65.8177980476832,217.17498564476682,-6.876486091,18.77856985859814,0.0,65.30916983197469,0.0,17.14279524043951,265.9360899022894,24.957202487165347,10.803424719555306,269.54165461813574,4558.884542691678,22.069984462466515,0.9001403979306549,18.77940605413444,13.723094246157853,65.30916983197469,42.15508752387156,374.49348439438756,7.391883138140715,596.6348070692299,9.595782629967575,65.82118339242201,218.55566391649288,0.21586085319170162,0.43293721192949913,0.002071530825330839,0.030570174127611153,0.015909351808703894,2.7841435426772367,0.043009171706720396,0.0,0.8496655965178195,0.021982357679347052,0.04989112989823918,0.3699283156844088,7.674093528771459,0.5853536014967772,1.2222828348301613,0.028093773650779003,0.29561726447865044,0.0,3.762048536248562,0.0,0.043419429181395575,2.423388787646304,0.2128480531507714,0.004742732828907844,6.436567836729007,40.86392941174473,1.4099178236515666,0.010663386034887444,1.3721806007910955,1.8125902592909373,2.024661995541013,1.116887087884123,1.4381403701276363,0.3254524825660996,3.5105010816299047,0.9450558770542969,1.3582935449282925,1.2003917584790307
87,CCP(C(C)(C)C)C(C)(C)C,3.7654894113319894,4.857967110615214,0.8692,5.397170408016,6.8607,146.620452,182.62059977973118,0.6474974903426267,0.023311835414098717,0.0,1.2456,6.514703689702958,6.294195561806655,29.79562652108813,69.32939852152958,217.08974446429306,-6.79,18.999145862490455,0.0,67.49953027298794,0.0,17.281127982795972,270.6040455411103,25.11656434156653,10.998469579353827,273.9059693859227,4676.343143658277,28.042337899378897,0.8972949427741326,19.0108017801975,16.341596625283202,67.49953027298794,44.958803886432456,373.75131088187715,8.699975328660477,598.1536959017743,11.693532643552839,69.32939852152958,218.0752329958424,3.4782975287637403,4.841898977593591,0.7612,5.277842001719,6.79,146.582321,173.56262381365093,0.6038890626596909,0.0,0.0,1.1839,6.4532408171463445,1.4453337956741201,22.350204517425006,64.51550450851819,215.53645297270032,-6.8607,18.19488754070405,0.0,67.24187531010746,0.0,17.123032691897663,259.9035828949581,23.927696251367376,8.898761750568092,223.50632206841468,4452.216164689942,22.157182618765077,0.8454696395615725,18.19488754070405,12.7049503006838,67.24187531010746,37.37694683277603,366.8212841588593,6.109982673346612,588.5938390872216,7.799670654405028,64.5155045085182,217.6128576101847,3.5995527645928123,4.856154859959765,0.8641311226887732,5.345903566136778,6.859693752062481,146.58954732659674,182.15832881076702,0.6236009697404303,6.993480689422722e-07,0.0,1.2437429475705246,6.472549176569865,2.7985614691823493,25.861181132678784,67.58674062420103,216.86161707292197,-6.859693752062481,18.483649407392416,0.0,67.24412133617798,0.0,17.150367489628945,266.4920642958446,25.071018310572786,9.996256059400856,250.59952162271406,4570.448699691643,22.361126981350505,0.8956651350240149,18.48365045641452,15.475810359739324,67.24412133617798,40.376883762904235,373.22221617758913,6.63506013354551,595.681194934205,8.532899982047486,67.58674132354909,217.79632494368187,0.21586085319170162,0.43293721192949913,0.002071530825330839,0.030570174127611153,0.015909351808703894,2.7841435426772367,0.043009171706720396,0.0,0.8496655965178195,0.021982357679347052,0.04989112989823918,0.3699283156844088,7.674093528771459,0.5853536014967772,1.2222828348301613,0.028093773650779003,0.29561726447865044,0.0,3.762048536248562,0.0,0.043419429181395575,2.423388787646304,0.2128480531507714,0.004742732828907844,6.436567836729007,40.86392941174473,1.4099178236515666,0.010663386034887444,1.3721806007910955,1.8125902592909373,2.024661995541013,1.116887087884123,1.4381403701276363,0.3254524825660996,3.5105010816299047,0.9450558770542969,1.3582935449282925,1.2003917584790307
